Name,Game,Area,Location
Sandygast,Scarlet,Paldea,2☆
Sandygast,Shield,Isle of Armor,Den 127
Sandygast,Shield,Isle of Armor,Den 128
Sandygast,Sword,Isle of Armor,Den 127
Sandygast,Sword,Isle of Armor,Den 128
Sandygast,Violet,Paldea,2☆
Sawk,Sword,Galar,Den 10
Sawk,Sword,Isle of Armor,Den 124
Sawsbuck,Scarlet,Paldea,4☆
Sawsbuck,Violet,Paldea,4☆
Sceptile,Shield,Crown Tundra,Dynamax Adventure
Sceptile,Sword,Crown Tundra,Dynamax Adventure
Scizor,Scarlet,Paldea,5☆
Scizor,Scarlet,Paldea,6☆
Scizor,Shield,Isle of Armor,Den 109
Scizor,Shield,Isle of Armor,Den 110
Scizor,Sword,Isle of Armor,Den 109
Scizor,Sword,Isle of Armor,Den 110
Scizor,Violet,Paldea,5☆
Scizor,Violet,Paldea,6☆
Scolipede,Shield,Crown Tundra,Dynamax Adventure
Scolipede,Shield,Isle of Armor,Den 110
Scolipede,Shield,Isle of Armor,Den 119
Scolipede,Shield,Isle of Armor,Den 120
Scolipede,Sword,Crown Tundra,Dynamax Adventure
Scolipede,Sword,Isle of Armor,Den 110
Scolipede,Sword,Isle of Armor,Den 119
Scolipede,Sword,Isle of Armor,Den 120
Scovillain,Scarlet,Paldea,4☆
Scovillain,Violet,Paldea,4☆
Scrafty,Scarlet,Terarium,4☆
Scrafty,Sword,Galar,Den 1
Scrafty,Sword,Galar,Den 48
Scrafty,Sword,Galar,Den 63
Scrafty,Sword,Galar,Den 88
Scrafty,Sword,Isle of Armor,Den 123
Scrafty,Sword,Isle of Armor,Den 124
Scrafty,Violet,Terarium,4☆
Scraggy,Scarlet,Terarium,1☆
Scraggy,Sword,Galar,Den 1
Scraggy,Sword,Galar,Den 48
Scraggy,Sword,Galar,Den 63
Scraggy,Sword,Galar,Den 88
Scraggy,Sword,Isle of Armor,Den 123
Scraggy,Sword,Isle of Armor,Den 124
Scraggy,Violet,Terarium,1☆
Scyther,Scarlet,Paldea,4☆
Scyther,Scarlet,Paldea,5☆
Scyther,Shield,Crown Tundra,Dynamax Adventure
Scyther,Shield,Isle of Armor,Den 109
Scyther,Shield,Isle of Armor,Den 110
Scyther,Sword,Crown Tundra,Dynamax Adventure
Scyther,Sword,Isle of Armor,Den 109
Scyther,Sword,Isle of Armor,Den 110
Scyther,Violet,Paldea,4☆
Scyther,Violet,Paldea,5☆
Seadra,Scarlet,Terarium,3☆
Seadra,Shield,Crown Tundra,Dynamax Adventure
Seadra,Shield,Isle of Armor,Den 131
Seadra,Shield,Isle of Armor,Den 132
Seadra,Shield,Isle of Armor,Den 140
Seadra,Sword,Crown Tundra,Dynamax Adventure
Seadra,Sword,Isle of Armor,Den 131
Seadra,Sword,Isle of Armor,Den 132
Seadra,Sword,Isle of Armor,Den 140
Seadra,Violet,Terarium,3☆
Seaking,Shield,Crown Tundra,Dynamax Adventure
Seaking,Shield,Isle of Armor,Den 133
Seaking,Shield,Isle of Armor,Den 134
Seaking,Sword,Crown Tundra,Dynamax Adventure
Seaking,Sword,Isle of Armor,Den 133
Seaking,Sword,Isle of Armor,Den 134
Sealeo,Shield,Crown Tundra,Den 170
Sealeo,Shield,Crown Tundra,Den 171
Sealeo,Shield,Crown Tundra,Dynamax Adventure
Sealeo,Sword,Crown Tundra,Den 170
Sealeo,Sword,Crown Tundra,Den 171
Sealeo,Sword,Crown Tundra,Dynamax Adventure
Seedot,Scarlet,Kitakami,2☆
Seedot,Sword,Galar,Den 26
Seedot,Sword,Galar,Den 58
Seedot,Sword,Galar,Den 59
Seedot,Sword,Galar,Den 79
Seedot,Violet,Kitakami,2☆
Seel,Scarlet,Terarium,2☆
Seel,Violet,Terarium,2☆
Seismitoad,Shield,Crown Tundra,Dynamax Adventure
Seismitoad,Shield,Galar,Den 41
Seismitoad,Shield,Galar,Den 52
Seismitoad,Shield,Galar,Den 9
Seismitoad,Shield,Galar,Den 93
Seismitoad,Shield,Isle of Armor,Den 136
Seismitoad,Sword,Crown Tundra,Dynamax Adventure
Seismitoad,Sword,Galar,Den 41
Seismitoad,Sword,Galar,Den 52
Seismitoad,Sword,Galar,Den 9
Seismitoad,Sword,Galar,Den 93
Seismitoad,Sword,Isle of Armor,Den 136
Sentret,Scarlet,Kitakami,1☆
Sentret,Violet,Kitakami,1☆
Seviper,Scarlet,Paldea,3☆
Seviper,Scarlet,Paldea,4☆
Seviper,Violet,Paldea,3☆
Seviper,Violet,Paldea,4☆
Sewaddle,Scarlet,Kitakami,1☆
Sewaddle,Violet,Kitakami,1☆
Sharpedo,Shield,Crown Tundra,Dynamax Adventure
Sharpedo,Shield,Isle of Armor,Den 121
Sharpedo,Shield,Isle of Armor,Den 122
Sharpedo,Shield,Isle of Armor,Den 139
Sharpedo,Shield,Isle of Armor,Den 140
Sharpedo,Sword,Crown Tundra,Dynamax Adventure
Sharpedo,Sword,Isle of Armor,Den 121
Sharpedo,Sword,Isle of Armor,Den 122
Sharpedo,Sword,Isle of Armor,Den 139
Sharpedo,Sword,Isle of Armor,Den 140
Shedinja,Shield,Galar,Den 46
Shedinja,Sword,Galar,Den 46
Shelgon,Sword,Crown Tundra,Den 184
Shelgon,Sword,Crown Tundra,Den 185
Shelgon,Violet,Paldea,4☆
Shellder,Scarlet,Paldea,1☆
Shellder,Scarlet,Paldea,2☆
Shellder,Shield,Galar,Den 41
Shellder,Shield,Galar,Den 9
Shellder,Shield,Isle of Armor,Den 138
Shellder,Shield,Isle of Armor,Den 155
Shellder,Sword,Galar,Den 41
Shellder,Sword,Galar,Den 9
Shellder,Sword,Isle of Armor,Den 138
Shellder,Sword,Isle of Armor,Den 155
Shellder,Violet,Paldea,1☆
Shellder,Violet,Paldea,2☆
Shellos (East Sea),Scarlet,Paldea,2☆
Shellos (East Sea),Shield,Galar,Den 42
Shellos (East Sea),Shield,Galar,Den 8
Shellos (East Sea),Sword,Galar,Den 42
Shellos (East Sea),Sword,Galar,Den 8
Shellos (West Sea),Violet,Paldea,2☆
Shelmet,Shield,Galar,Den 46
Shelmet,Shield,Galar,Den 90
Shelmet,Shield,Galar,Den 92
Shelmet,Sword,Galar,Den 46
Shelmet,Sword,Galar,Den 90
Shelmet,Sword,Galar,Den 92
Shieldon,Violet,Terarium,3☆
Shiftry,Scarlet,Kitakami,5☆
Shiftry,Scarlet,Kitakami,6☆
Shiftry,Sword,Galar,Den 26
Shiftry,Sword,Galar,Den 35
Shiftry,Sword,Galar,Den 58
Shiftry,Sword,Galar,Den 59
Shiftry,Sword,Galar,Den 79
Shiftry,Violet,Kitakami,5☆
Shiftry,Violet,Kitakami,6☆
Shiinotic,Shield,Crown Tundra,Dynamax Adventure
Shiinotic,Shield,Galar,Den 28
Shiinotic,Shield,Galar,Den 33
Shiinotic,Shield,Galar,Den 59
Shiinotic,Shield,Galar,Den 62
Shiinotic,Shield,Galar,Den 82
Shiinotic,Shield,Isle of Armor,Den 126
Shiinotic,Sword,Crown Tundra,Dynamax Adventure
Shiinotic,Sword,Galar,Den 28
Shiinotic,Sword,Galar,Den 33
Shiinotic,Sword,Galar,Den 59
Shiinotic,Sword,Galar,Den 62
Shiinotic,Sword,Galar,Den 82
Shiinotic,Sword,Isle of Armor,Den 126
Shinx,Scarlet,Paldea,2☆
Shinx,Shield,Isle of Armor,Den 105
Shinx,Shield,Isle of Armor,Den 106
Shinx,Sword,Isle of Armor,Den 105
Shinx,Sword,Isle of Armor,Den 106
Shinx,Violet,Paldea,2☆
Shroodle,Scarlet,Paldea,1☆
Shroodle,Violet,Paldea,1☆
Shroomish,Scarlet,Paldea,1☆
Shroomish,Violet,Paldea,1☆
Shuckle,Shield,Crown Tundra,Den 181
Shuckle,Shield,Galar,Den 3
Shuckle,Shield,Isle of Armor,Den 110
Shuckle,Shield,Isle of Armor,Den 116
Shuckle,Sword,Crown Tundra,Den 181
Shuckle,Sword,Galar,Den 3
Shuckle,Sword,Isle of Armor,Den 110
Shuckle,Sword,Isle of Armor,Den 116
Shuppet,Scarlet,Paldea,2☆
Shuppet,Violet,Paldea,2☆
Sigilyph,Shield,Crown Tundra,Dynamax Adventure
Sigilyph,Shield,Galar,Den 13
Sigilyph,Shield,Galar,Den 14
Sigilyph,Shield,Galar,Den 31
Sigilyph,Shield,Galar,Den 89
Sigilyph,Sword,Crown Tundra,Dynamax Adventure
Sigilyph,Sword,Galar,Den 13
Sigilyph,Sword,Galar,Den 14
Sigilyph,Sword,Galar,Den 31
Sigilyph,Sword,Galar,Den 89
Silicobra,Scarlet,Paldea,1☆
Silicobra,Shield,Galar,Den 17
Silicobra,Shield,Isle of Armor,Den 150
Silicobra,Sword,Galar,Den 17
Silicobra,Sword,Isle of Armor,Den 150
Silicobra,Violet,Paldea,1☆
Sinistcha (Masterpiece),Scarlet,Kitakami,6☆
Sinistcha (Masterpiece),Violet,Kitakami,6☆
Sinistcha (Unremarkable),Scarlet,Kitakami,5☆
Sinistcha (Unremarkable),Scarlet,Kitakami,6☆
Sinistcha (Unremarkable),Violet,Kitakami,5☆
Sinistcha (Unremarkable),Violet,Kitakami,6☆
Sinistea (Antique),Shield,Crown Tundra,Den 192
Sinistea (Antique),Shield,Crown Tundra,Den 193
Sinistea (Antique),Sword,Crown Tundra,Den 192
Sinistea (Antique),Sword,Crown Tundra,Den 193
Sinistea (Phony),Scarlet,Paldea,2☆
Sinistea (Phony),Shield,Crown Tundra,Den 192
Sinistea (Phony),Shield,Crown Tundra,Den 193
Sinistea (Phony),Shield,Galar,Den 43
Sinistea (Phony),Shield,Galar,Den 47
Sinistea (Phony),Shield,Galar,Den 81
Sinistea (Phony),Sword,Crown Tundra,Den 192
Sinistea (Phony),Sword,Crown Tundra,Den 193
Sinistea (Phony),Sword,Galar,Den 43
Sinistea (Phony),Sword,Galar,Den 47
Sinistea (Phony),Violet,Paldea,2☆
Sirfetch'd,Sword,Crown Tundra,Den 173
Sirfetch'd,Sword,Galar,Den 10
Sirfetch'd,Sword,Galar,Den 81
Sirfetch'd,Sword,Isle of Armor,Den 124
Sizzlipede,Shield,Crown Tundra,Den 160
Sizzlipede,Shield,Galar,Den 18
Sizzlipede,Shield,Galar,Den 20
Sizzlipede,Shield,Galar,Den 53
Sizzlipede,Shield,Galar,Den 54
Sizzlipede,Shield,Galar,Den 71
Sizzlipede,Shield,Galar,Den 77
Sizzlipede,Shield,Galar,Den 80
Sizzlipede,Sword,Crown Tundra,Den 160
Sizzlipede,Sword,Galar,Den 18
Sizzlipede,Sword,Galar,Den 20
Sizzlipede,Sword,Galar,Den 53
Sizzlipede,Sword,Galar,Den 54
Sizzlipede,Sword,Galar,Den 71
Sizzlipede,Sword,Galar,Den 77
Sizzlipede,Sword,Galar,Den 80
Skarmory,Scarlet,Terarium,5☆
Skarmory,Scarlet,Terarium,6☆
Skarmory,Shield,Crown Tundra,Dynamax Adventure
Skarmory,Shield,Isle of Armor,Den 129
Skarmory,Shield,Isle of Armor,Den 130
Skarmory,Sword,Crown Tundra,Dynamax Adventure
Skarmory,Sword,Isle of Armor,Den 129
Skarmory,Sword,Isle of Armor,Den 130
Skarmory,Violet,Terarium,5☆
Skarmory,Violet,Terarium,6☆
Skiddo,Scarlet,Paldea,1☆
Skiddo,Violet,Paldea,1☆
Skiploom,Scarlet,Paldea,3☆
Skiploom,Violet,Paldea,3☆
Skorupi,Shield,Galar,Den 29
Skorupi,Shield,Galar,Den 30
Skorupi,Shield,Galar,Den 60
Skorupi,Shield,Galar,Den 86
Skorupi,Shield,Isle of Armor,Den 119
Skorupi,Sword,Galar,Den 29
Skorupi,Sword,Galar,Den 30
Skorupi,Sword,Galar,Den 60
Skorupi,Sword,Galar,Den 86
Skorupi,Sword,Isle of Armor,Den 119
Skrelp,Scarlet,Paldea,2☆
Skrelp,Shield,Isle of Armor,Den 139
Skrelp,Shield,Isle of Armor,Den 140
Skuntank,Scarlet,Paldea,4☆
Skuntank,Shield,Crown Tundra,Dynamax Adventure
Skuntank,Shield,Galar,Den 29
Skuntank,Shield,Galar,Den 35
Skuntank,Shield,Galar,Den 60
Skuntank,Shield,Galar,Den 86
Skuntank,Sword,Crown Tundra,Dynamax Adventure
Skuntank,Sword,Galar,Den 29
Skuntank,Sword,Galar,Den 35
Skuntank,Sword,Galar,Den 60
Skuntank,Sword,Galar,Den 86
Skwovet,Scarlet,Paldea,1☆
Skwovet,Shield,Crown Tundra,Den 159
Skwovet,Shield,Galar,Den 40
Skwovet,Shield,Galar,Den 65
Skwovet,Shield,Galar,Den 94
Skwovet,Shield,Isle of Armor,Den 95
Skwovet,Shield,Isle of Armor,Den 96
Skwovet,Shield,Isle of Armor,Den 97
Skwovet,Shield,Isle of Armor,Den 98
Skwovet,Sword,Crown Tundra,Den 159
Skwovet,Sword,Galar,Den 40
Skwovet,Sword,Galar,Den 65
Skwovet,Sword,Galar,Den 94
Skwovet,Sword,Isle of Armor,Den 95
Skwovet,Sword,Isle of Armor,Den 96
Skwovet,Sword,Isle of Armor,Den 97
Skwovet,Sword,Isle of Armor,Den 98
Skwovet,Violet,Paldea,1☆
Slaking,Scarlet,Paldea,5☆
Slaking,Violet,Paldea,5☆
Slakoth,Scarlet,Paldea,2☆
Slakoth,Violet,Paldea,2☆
Sliggoo (Kalosian),Scarlet,Paldea,4☆
Sliggoo (Kalosian),Shield,Galar,Den 37
Sliggoo (Kalosian),Shield,Galar,Den 38
Sliggoo (Kalosian),Shield,Galar,Den 64
Sliggoo (Kalosian),Shield,Isle of Armor,Den 131
Sliggoo (Kalosian),Shield,Isle of Armor,Den 132
Sliggoo (Kalosian),Violet,Paldea,4☆
Slowbro (Galarian),Scarlet,Terarium,6☆
Slowbro (Galarian),Violet,Terarium,6☆
Slowbro (Kantonian),Scarlet,Paldea,5☆
Slowbro (Kantonian),Shield,Crown Tundra,Dynamax Adventure
Slowbro (Kantonian),Sword,Crown Tundra,Dynamax Adventure
Slowbro (Kantonian),Violet,Paldea,5☆
Slowking (Galarian),Scarlet,Terarium,6☆
Slowking (Galarian),Violet,Terarium,6☆
Slowking (Johtonian),Scarlet,Paldea,5☆
Slowking (Johtonian),Scarlet,Paldea,6☆
Slowking (Johtonian),Shield,Crown Tundra,Dynamax Adventure
Slowking (Johtonian),Sword,Crown Tundra,Dynamax Adventure
Slowking (Johtonian),Violet,Paldea,5☆
Slowking (Johtonian),Violet,Paldea,6☆
Slowpoke (Galarian),Scarlet,Terarium,3☆
Slowpoke (Galarian),Shield,Crown Tundra,Den 175
Slowpoke (Galarian),Shield,Crown Tundra,Den 179
Slowpoke (Galarian),Shield,Isle of Armor,Den 118
Slowpoke (Galarian),Sword,Crown Tundra,Den 175
Slowpoke (Galarian),Sword,Crown Tundra,Den 179
Slowpoke (Galarian),Sword,Isle of Armor,Den 118
Slowpoke (Galarian),Violet,Terarium,3☆
Slowpoke (Kantonian),Scarlet,Paldea,2☆
Slowpoke (Kantonian),Violet,Paldea,2☆
Slugma,Scarlet,Kitakami,2☆
Slugma,Violet,Kitakami,2☆
Slurpuff,Sword,Galar,Den 33
Slurpuff,Sword,Galar,Den 74
Slurpuff,Sword,Galar,Den 87
Smoliv,Scarlet,Paldea,1☆
Smoliv,Violet,Paldea,1☆
Smoochum,Shield,Crown Tundra,Den 168
Smoochum,Shield,Crown Tundra,Den 169
Smoochum,Sword,Crown Tundra,Den 168
Smoochum,Sword,Crown Tundra,Den 169
Sneasel (Johtonian),Scarlet,Paldea,3☆
Sneasel (Johtonian),Shield,Crown Tundra,Den 186
Sneasel (Johtonian),Shield,Crown Tundra,Den 187
Sneasel (Johtonian),Shield,Crown Tundra,Dynamax Adventure
Sneasel (Johtonian),Shield,Galar,Den 22
Sneasel (Johtonian),Shield,Galar,Den 23
Sneasel (Johtonian),Shield,Galar,Den 35
Sneasel (Johtonian),Shield,Galar,Den 63
Sneasel (Johtonian),Sword,Crown Tundra,Den 186
Sneasel (Johtonian),Sword,Crown Tundra,Den 187
Sneasel (Johtonian),Sword,Crown Tundra,Dynamax Adventure
Sneasel (Johtonian),Sword,Galar,Den 22
Sneasel (Johtonian),Sword,Galar,Den 23
Sneasel (Johtonian),Sword,Galar,Den 35
Sneasel (Johtonian),Sword,Galar,Den 63
Sneasel (Johtonian),Violet,Paldea,3☆
Snom,Scarlet,Paldea,1☆
Snom,Shield,Galar,Den 22
Snom,Shield,Galar,Den 23
Snom,Shield,Galar,Den 73
Snom,Sword,Galar,Den 22
Snom,Sword,Galar,Den 23
Snom,Sword,Galar,Den 73
Snom,Violet,Paldea,1☆
Snorlax,Scarlet,Kitakami,5☆
Snorlax,Scarlet,Kitakami,6☆
Snorlax,Shield,Crown Tundra,Den 159
Snorlax,Shield,Galar,Den 40
Snorlax,Shield,Galar,Den 65
Snorlax,Shield,Isle of Armor,Den 158
Snorlax,Sword,Crown Tundra,Den 159
Snorlax,Sword,Galar,Den 40
Snorlax,Sword,Galar,Den 65
Snorlax,Sword,Isle of Armor,Den 158
Snorlax,Violet,Kitakami,5☆
Snorlax,Violet,Kitakami,6☆
Snorunt,Scarlet,Paldea,2☆
Snorunt,Shield,Crown Tundra,Den 169
Snorunt,Shield,Crown Tundra,Den 182
Snorunt,Shield,Galar,Den 23
Snorunt,Shield,Galar,Den 55
Snorunt,Shield,Galar,Den 73
Snorunt,Shield,Galar,Den 83
Snorunt,Sword,Crown Tundra,Den 169
Snorunt,Sword,Crown Tundra,Den 182
Snorunt,Sword,Galar,Den 23
Snorunt,Sword,Galar,Den 55
Snorunt,Sword,Galar,Den 73
Snorunt,Violet,Paldea,2☆
Snover,Scarlet,Paldea,3☆
Snover,Shield,Galar,Den 21
Snover,Shield,Galar,Den 23
Snover,Sword,Galar,Den 21
Snover,Sword,Galar,Den 23
Snover,Violet,Paldea,3☆
Snubbull,Scarlet,Terarium,1☆
Snubbull,Violet,Terarium,1☆
Solgaleo,Sword,Crown Tundra,Dynamax Adventure
Solosis,Scarlet,Terarium,2☆
Solosis,Shield,Crown Tundra,Den 179
Solosis,Shield,Galar,Den 2
Solosis,Violet,Terarium,2☆
Solrock,Sword,Galar,Den 2
Spheal,Shield,Crown Tundra,Den 170
Spheal,Shield,Crown Tundra,Den 171
Spheal,Sword,Crown Tundra,Den 170
Spheal,Sword,Crown Tundra,Den 171
Spidops,Scarlet,Paldea,3☆
Spidops,Violet,Paldea,3☆
Spinarak,Scarlet,Kitakami,1☆
Spinarak,Violet,Kitakami,1☆
Spoink,Scarlet,Paldea,2☆
Spoink,Violet,Paldea,2☆
Spritzee,Shield,Galar,Den 33
Spritzee,Shield,Galar,Den 74
Spritzee,Shield,Galar,Den 87
Squawkabilly,Scarlet,Paldea,4☆
Squawkabilly,Violet,Paldea,4☆
Stakataka,Shield,Crown Tundra,Dynamax Adventure
Stakataka,Sword,Crown Tundra,Dynamax Adventure
Stantler,Scarlet,Paldea,3☆
Stantler,Violet,Paldea,3☆
Staraptor,Scarlet,Paldea,5☆
Staraptor,Scarlet,Paldea,6☆
Staraptor,Violet,Paldea,5☆
Staraptor,Violet,Paldea,6☆
Staravia,Scarlet,Paldea,3☆
Staravia,Violet,Paldea,3☆
Starly,Scarlet,Paldea,1☆
Starly,Violet,Paldea,1☆
Starmie,Shield,Crown Tundra,Dynamax Adventure
Starmie,Shield,Isle of Armor,Den 117
Starmie,Shield,Isle of Armor,Den 139
Starmie,Shield,Isle of Armor,Den 140
Starmie,Shield,Isle of Armor,Den 146
Starmie,Shield,Isle of Armor,Den 155
Starmie,Sword,Crown Tundra,Dynamax Adventure
Starmie,Sword,Isle of Armor,Den 117
Starmie,Sword,Isle of Armor,Den 139
Starmie,Sword,Isle of Armor,Den 140
Starmie,Sword,Isle of Armor,Den 146
Starmie,Sword,Isle of Armor,Den 155
Staryu,Shield,Isle of Armor,Den 139
Staryu,Shield,Isle of Armor,Den 140
Staryu,Shield,Isle of Armor,Den 146
Staryu,Shield,Isle of Armor,Den 155
Staryu,Sword,Isle of Armor,Den 139
Staryu,Sword,Isle of Armor,Den 140
Staryu,Sword,Isle of Armor,Den 146
Staryu,Sword,Isle of Armor,Den 155
Steelix,Shield,Galar,Den 12
Steelix,Shield,Galar,Den 16
Steelix,Shield,Galar,Den 45
Steelix,Shield,Galar,Den 51
Steelix,Shield,Galar,Den 84
Steelix,Sword,Galar,Den 12
Steelix,Sword,Galar,Den 16
Steelix,Sword,Galar,Den 45
Steelix,Sword,Galar,Den 51
Steelix,Sword,Galar,Den 83
Steelix,Sword,Galar,Den 84
Steenee,Scarlet,Paldea,3☆
Steenee,Shield,Galar,Den 26
Steenee,Shield,Galar,Den 70
Steenee,Shield,Isle of Armor,Den 151
Steenee,Sword,Galar,Den 26
Steenee,Sword,Galar,Den 70
Steenee,Sword,Isle of Armor,Den 151
Steenee,Violet,Paldea,3☆
Stonjourner,Scarlet,Paldea,4☆
Stonjourner,Sword,Crown Tundra,Den 180
Stonjourner,Sword,Galar,Den 51
Stonjourner,Sword,Galar,Den 83
Stoutland,Shield,Crown Tundra,Dynamax Adventure
Stoutland,Shield,Isle of Armor,Den 100
Stoutland,Shield,Isle of Armor,Den 99
Stoutland,Sword,Crown Tundra,Dynamax Adventure
Stoutland,Sword,Isle of Armor,Den 100
Stoutland,Sword,Isle of Armor,Den 99
Stufful,Shield,Galar,Den 10
Stufful,Shield,Galar,Den 39
Stufful,Shield,Galar,Den 48
Stufful,Shield,Isle of Armor,Den 100
Stufful,Sword,Galar,Den 10
Stufful,Sword,Galar,Den 39
Stufful,Sword,Galar,Den 48
Stufful,Sword,Galar,Den 81
Stufful,Sword,Isle of Armor,Den 100
Stunfisk (Galarian),Shield,Crown Tundra,Dynamax Adventure
Stunfisk (Galarian),Shield,Galar,Den 17
Stunfisk (Galarian),Shield,Galar,Den 49
Stunfisk (Galarian),Shield,Galar,Den 52
Stunfisk (Galarian),Shield,Galar,Den 85
Stunfisk (Galarian),Shield,Galar,Den 93
Stunfisk (Galarian),Sword,Crown Tundra,Dynamax Adventure
Stunfisk (Galarian),Sword,Galar,Den 17
Stunfisk (Galarian),Sword,Galar,Den 49
Stunfisk (Galarian),Sword,Galar,Den 52
Stunfisk (Galarian),Sword,Galar,Den 85
Stunfisk (Galarian),Sword,Galar,Den 93
Stunfisk (Unovan),Shield,Crown Tundra,Dynamax Adventure
Stunfisk (Unovan),Sword,Crown Tundra,Dynamax Adventure
Stunky,Scarlet,Paldea,2☆
Stunky,Shield,Galar,Den 29
Stunky,Shield,Galar,Den 35
Stunky,Shield,Galar,Den 60
Stunky,Shield,Galar,Den 86
Stunky,Sword,Galar,Den 29
Stunky,Sword,Galar,Den 35
Stunky,Sword,Galar,Den 60
Stunky,Sword,Galar,Den 86
Sudowoodo,Scarlet,Paldea,3☆
Sudowoodo,Shield,Crown Tundra,Dynamax Adventure
Sudowoodo,Shield,Galar,Den 3
Sudowoodo,Shield,Isle of Armor,Den 116
Sudowoodo,Sword,Crown Tundra,Dynamax Adventure
Sudowoodo,Sword,Galar,Den 3
Sudowoodo,Sword,Galar,Den 51
Sudowoodo,Sword,Galar,Den 83
Sudowoodo,Sword,Isle of Armor,Den 116
Sudowoodo,Violet,Paldea,3☆
Suicune,Shield,Crown Tundra,Dynamax Adventure
Suicune,Sword,Crown Tundra,Dynamax Adventure
Sunflora,Scarlet,Paldea,3☆
Sunflora,Violet,Paldea,3☆
Sunkern,Scarlet,Paldea,1☆
Sunkern,Violet,Paldea,1☆
Surskit,Scarlet,Paldea,1☆
Surskit,Violet,Paldea,1☆
Swablu,Scarlet,Paldea,1☆
Swablu,Shield,Crown Tundra,Den 159
Swablu,Shield,Crown Tundra,Den 176
Swablu,Shield,Isle of Armor,Den 158
Swablu,Sword,Crown Tundra,Den 159
Swablu,Sword,Crown Tundra,Den 176
Swablu,Sword,Isle of Armor,Den 158
Swablu,Violet,Paldea,1☆
Swadloon,Scarlet,Kitakami,3☆
Swadloon,Violet,Kitakami,3☆
Swalot,Violet,Paldea,4☆
Swampert,Shield,Crown Tundra,Dynamax Adventure
Swampert,Sword,Crown Tundra,Dynamax Adventure
Swanna,Scarlet,Kitakami,4☆
Swanna,Violet,Kitakami,4☆
Swinub,Scarlet,Kitakami,2☆
Swinub,Shield,Crown Tundra,Den 168
Swinub,Shield,Galar,Den 17
Swinub,Shield,Galar,Den 21
Swinub,Shield,Galar,Den 22
Swinub,Sword,Galar,Den 17
Swinub,Sword,Galar,Den 21
Swinub,Sword,Galar,Den 22
Swinub,Violet,Kitakami,2☆
Swirlix,Sword,Galar,Den 33
Swirlix,Sword,Galar,Den 74
Swirlix,Sword,Galar,Den 87
Swoobat,Shield,Crown Tundra,Den 177
Swoobat,Shield,Crown Tundra,Dynamax Adventure
Swoobat,Shield,Galar,Den 31
Swoobat,Shield,Galar,Den 50
Swoobat,Shield,Galar,Den 68
Swoobat,Shield,Isle of Armor,Den 107
Swoobat,Shield,Isle of Armor,Den 108
Swoobat,Sword,Crown Tundra,Den 177
Swoobat,Sword,Crown Tundra,Dynamax Adventure
Swoobat,Sword,Galar,Den 31
Swoobat,Sword,Galar,Den 50
Swoobat,Sword,Galar,Den 68
Swoobat,Sword,Isle of Armor,Den 107
Swoobat,Sword,Isle of Armor,Den 108
Sylveon,Scarlet,Paldea,6☆
Sylveon,Shield,Crown Tundra,Den 194
Sylveon,Shield,Crown Tundra,Den 195
Sylveon,Shield,Galar,Den 74
Sylveon,Sword,Crown Tundra,Den 194
Sylveon,Sword,Crown Tundra,Den 195
Sylveon,Sword,Galar,Den 74
Sylveon,Violet,Paldea,6☆
Tadbulb,Scarlet,Paldea,1☆
Tadbulb,Violet,Paldea,1☆
Talonflame,Scarlet,Paldea,5☆
Talonflame,Scarlet,Paldea,6☆
Talonflame,Shield,Crown Tundra,Dynamax Adventure
Talonflame,Shield,Isle of Armor,Den 107
Talonflame,Shield,Isle of Armor,Den 108
Talonflame,Shield,Isle of Armor,Den 113
Talonflame,Shield,Isle of Armor,Den 114
Talonflame,Sword,Crown Tundra,Dynamax Adventure
Talonflame,Sword,Isle of Armor,Den 107
Talonflame,Sword,Isle of Armor,Den 108
Talonflame,Sword,Isle of Armor,Den 113
Talonflame,Sword,Isle of Armor,Den 114
Talonflame,Violet,Paldea,5☆
Talonflame,Violet,Paldea,6☆
Tandemaus,Scarlet,Paldea,2☆
Tandemaus,Violet,Paldea,2☆
Tangela,Shield,Crown Tundra,Dynamax Adventure
Tangela,Shield,Isle of Armor,Den 111
Tangela,Shield,Isle of Armor,Den 112
Tangela,Shield,Isle of Armor,Den 145
Tangela,Shield,Isle of Armor,Den 154
Tangela,Sword,Crown Tundra,Dynamax Adventure
Tangela,Sword,Isle of Armor,Den 111
Tangela,Sword,Isle of Armor,Den 112
Tangela,Sword,Isle of Armor,Den 145
Tangela,Sword,Isle of Armor,Den 154
Tangrowth,Shield,Isle of Armor,Den 111
Tangrowth,Shield,Isle of Armor,Den 112
Tangrowth,Shield,Isle of Armor,Den 145
Tangrowth,Shield,Isle of Armor,Den 154
Tangrowth,Sword,Isle of Armor,Den 111
Tangrowth,Sword,Isle of Armor,Den 112
Tangrowth,Sword,Isle of Armor,Den 145
Tangrowth,Sword,Isle of Armor,Den 154
Tapu Bulu,Shield,Crown Tundra,Dynamax Adventure
Tapu Bulu,Sword,Crown Tundra,Dynamax Adventure
Tapu Fini,Shield,Crown Tundra,Dynamax Adventure
Tapu Fini,Sword,Crown Tundra,Dynamax Adventure
Tapu Koko,Shield,Crown Tundra,Dynamax Adventure
Tapu Koko,Sword,Crown Tundra,Dynamax Adventure
Tapu Lele,Shield,Crown Tundra,Dynamax Adventure
Tapu Lele,Sword,Crown Tundra,Dynamax Adventure
Tarountula,Scarlet,Paldea,1☆
Tarountula,Violet,Paldea,1☆
